# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2024-01-24 19:20:43 -05:00	(natwebcaas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 14337600 ROGUE RIVER NEAR MCLEOD, OR
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 14337600
#    TS_ID       Parameter Description
#    117566      00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	tz_cd	117566_00060	117566_00060_cd
USGS	14337600	2024-01-19 08:20	PST	3830	P
USGS	14337600	2024-01-19 08:25	PST	3830	P
USGS	14337600	2024-01-19 08:30	PST	3830	P
USGS	14337600	2024-01-19 08:35	PST	3830	P
USGS	14337600	2024-01-19 08:40	PST	3830	P
USGS	14337600	2024-01-19 08:45	PST	3830	P
USGS	14337600	2024-01-19 08:50	PST	3810	P
USGS	14337600	2024-01-19 08:55	PST	3810	P
USGS	14337600	2024-01-19 09:00	PST	3830	P
USGS	14337600	2024-01-19 09:05	PST	3840	P
USGS	14337600	2024-01-19 09:10	PST	3810	P
USGS	14337600	2024-01-19 09:15	PST	3810	P
USGS	14337600	2024-01-19 09:20	PST	3830	P
USGS	14337600	2024-01-19 09:25	PST	3840	P
USGS	14337600	2024-01-19 09:30	PST	3840	P
USGS	14337600	2024-01-19 09:35	PST	3840	P
USGS	14337600	2024-01-19 09:40	PST	3810	P
USGS	14337600	2024-01-19 09:45	PST	3840	P
USGS	14337600	2024-01-19 09:50	PST	3840	P
USGS	14337600	2024-01-19 09:55	PST	3830	P
USGS	14337600	2024-01-19 10:00	PST	3810	P
USGS	14337600	2024-01-19 10:05	PST	3840	P
USGS	14337600	2024-01-19 10:10	PST	3840	P
USGS	14337600	2024-01-19 10:15	PST	3810	P
USGS	14337600	2024-01-19 10:20	PST	3830	P
USGS	14337600	2024-01-19 10:25	PST	3810	P
USGS	14337600	2024-01-19 10:30	PST	3810	P
USGS	14337600	2024-01-19 10:35	PST	3830	P
USGS	14337600	2024-01-19 10:40	PST	3810	P
USGS	14337600	2024-01-19 10:45	PST	3830	P
USGS	14337600	2024-01-19 10:50	PST	3800	P
USGS	14337600	2024-01-19 10:55	PST	3810	P
USGS	14337600	2024-01-19 11:00	PST	3810	P
USGS	14337600	2024-01-19 11:05	PST	3810	P
USGS	14337600	2024-01-19 11:10	PST	3830	P
USGS	14337600	2024-01-19 11:15	PST	3810	P
USGS	14337600	2024-01-19 11:20	PST	3830	P
USGS	14337600	2024-01-19 11:25	PST	3840	P
USGS	14337600	2024-01-19 11:30	PST	3830	P
USGS	14337600	2024-01-19 11:35	PST	3810	P
USGS	14337600	2024-01-19 11:40	PST	3840	P
USGS	14337600	2024-01-19 11:45	PST	3810	P
USGS	14337600	2024-01-19 11:50	PST	3840	P
USGS	14337600	2024-01-19 11:55	PST	3830	P
USGS	14337600	2024-01-19 12:00	PST	3830	P
USGS	14337600	2024-01-19 12:05	PST	3830	P
USGS	14337600	2024-01-19 12:10	PST	3830	P
USGS	14337600	2024-01-19 12:15	PST	3830	P
USGS	14337600	2024-01-19 12:20	PST	3840	P
USGS	14337600	2024-01-19 12:25	PST	3840	P
USGS	14337600	2024-01-19 12:30	PST	3830	P
USGS	14337600	2024-01-19 12:35	PST	3840	P
USGS	14337600	2024-01-19 12:40	PST	3840	P
USGS	14337600	2024-01-19 12:45	PST	3860	P
USGS	14337600	2024-01-19 12:50	PST	3840	P
USGS	14337600	2024-01-19 12:55	PST	3840	P
USGS	14337600	2024-01-19 13:00	PST	3860	P
USGS	14337600	2024-01-19 13:05	PST	3840	P
USGS	14337600	2024-01-19 13:10	PST	3810	P
USGS	14337600	2024-01-19 13:15	PST	3830	P
USGS	14337600	2024-01-19 13:20	PST	3840	P
USGS	14337600	2024-01-19 13:25	PST	3890	P
USGS	14337600	2024-01-19 13:30	PST	3910	P
USGS	14337600	2024-01-19 13:35	PST	3910	P
USGS	14337600	2024-01-19 13:40	PST	3930	P
USGS	14337600	2024-01-19 13:45	PST	3940	P
USGS	14337600	2024-01-19 13:50	PST	3980	P
USGS	14337600	2024-01-19 13:55	PST	3990	P
USGS	14337600	2024-01-19 14:00	PST	3960	P
USGS	14337600	2024-01-19 14:05	PST	3980	P
USGS	14337600	2024-01-19 14:10	PST	3990	P
USGS	14337600	2024-01-19 14:15	PST	3990	P
USGS	14337600	2024-01-19 14:20	PST	3990	P
USGS	14337600	2024-01-19 14:25	PST	3990	P
USGS	14337600	2024-01-19 14:30	PST	4030	P
USGS	14337600	2024-01-19 14:35	PST	4060	P
USGS	14337600	2024-01-19 14:40	PST	4080	P
USGS	14337600	2024-01-19 14:45	PST	4100	P
USGS	14337600	2024-01-19 14:50	PST	4130	P
USGS	14337600	2024-01-19 14:55	PST	4150	P
USGS	14337600	2024-01-19 15:00	PST	4150	P
USGS	14337600	2024-01-19 15:05	PST	4130	P
USGS	14337600	2024-01-19 15:10	PST	4130	P
USGS	14337600	2024-01-19 15:15	PST	4130	P
USGS	14337600	2024-01-19 15:20	PST	4150	P
USGS	14337600	2024-01-19 15:25	PST	4130	P
USGS	14337600	2024-01-19 15:30	PST	4150	P
USGS	14337600	2024-01-19 15:35	PST	4150	P
USGS	14337600	2024-01-19 15:40	PST	4130	P
USGS	14337600	2024-01-19 15:45	PST	4150	P
USGS	14337600	2024-01-19 15:50	PST	4170	P
USGS	14337600	2024-01-19 15:55	PST	4100	P
USGS	14337600	2024-01-19 16:00	PST	4150	P
USGS	14337600	2024-01-19 16:05	PST	4130	P
USGS	14337600	2024-01-19 16:10	PST	4150	P
USGS	14337600	2024-01-19 16:15	PST	4130	P
USGS	14337600	2024-01-19 16:20	PST	4130	P
USGS	14337600	2024-01-19 16:25	PST	4150	P
USGS	14337600	2024-01-19 16:30	PST	4180	P
USGS	14337600	2024-01-19 16:35	PST	4180	P
USGS	14337600	2024-01-19 16:40	PST	4200	P
USGS	14337600	2024-01-19 16:45	PST	4200	P
USGS	14337600	2024-01-19 16:50	PST	4200	P
USGS	14337600	2024-01-19 16:55	PST	4220	P
USGS	14337600	2024-01-19 17:00	PST	4230	P
USGS	14337600	2024-01-19 17:05	PST	4250	P
USGS	14337600	2024-01-19 17:10	PST	4250	P
USGS	14337600	2024-01-19 17:15	PST	4220	P
USGS	14337600	2024-01-19 17:20	PST	4250	P
USGS	14337600	2024-01-19 17:25	PST	4230	P
USGS	14337600	2024-01-19 17:30	PST	4220	P
USGS	14337600	2024-01-19 17:35	PST	4230	P
USGS	14337600	2024-01-19 17:40	PST	4220	P
USGS	14337600	2024-01-19 17:45	PST	4250	P
USGS	14337600	2024-01-19 17:50	PST	4220	P
USGS	14337600	2024-01-19 17:55	PST	4200	P
USGS	14337600	2024-01-19 18:00	PST	4220	P
USGS	14337600	2024-01-19 18:05	PST	4220	P
USGS	14337600	2024-01-19 18:10	PST	4200	P
USGS	14337600	2024-01-19 18:15	PST	4220	P
USGS	14337600	2024-01-19 18:20	PST	4200	P
USGS	14337600	2024-01-19 18:25	PST	4220	P
USGS	14337600	2024-01-19 18:30	PST	4220	P
USGS	14337600	2024-01-19 18:35	PST	4220	P
USGS	14337600	2024-01-19 18:40	PST	4230	P
USGS	14337600	2024-01-19 18:45	PST	4250	P
USGS	14337600	2024-01-19 18:50	PST	4200	P
USGS	14337600	2024-01-19 18:55	PST	4230	P
USGS	14337600	2024-01-19 19:00	PST	4220	P
USGS	14337600	2024-01-19 19:05	PST	4250	P
USGS	14337600	2024-01-19 19:10	PST	4220	P
USGS	14337600	2024-01-19 19:15	PST	4250	P
USGS	14337600	2024-01-19 19:20	PST	4250	P
USGS	14337600	2024-01-19 19:25	PST	4250	P
USGS	14337600	2024-01-19 19:30	PST	4250	P
USGS	14337600	2024-01-19 19:35	PST	4230	P
USGS	14337600	2024-01-19 19:40	PST	4250	P
USGS	14337600	2024-01-19 19:45	PST	4270	P
USGS	14337600	2024-01-19 19:50	PST	4250	P
USGS	14337600	2024-01-19 19:55	PST	4250	P
USGS	14337600	2024-01-19 20:00	PST	4230	P
USGS	14337600	2024-01-19 20:05	PST	4270	P
USGS	14337600	2024-01-19 20:10	PST	4250	P
USGS	14337600	2024-01-19 20:15	PST	4250	P
USGS	14337600	2024-01-19 20:20	PST	4250	P
USGS	14337600	2024-01-19 20:25	PST	4250	P
USGS	14337600	2024-01-19 20:30	PST	4230	P
USGS	14337600	2024-01-19 20:35	PST	4250	P
USGS	14337600	2024-01-19 20:40	PST	4250	P
USGS	14337600	2024-01-19 20:45	PST	4250	P
USGS	14337600	2024-01-19 20:50	PST	4250	P
USGS	14337600	2024-01-19 20:55	PST	4250	P
USGS	14337600	2024-01-19 21:00	PST	4250	P
USGS	14337600	2024-01-19 21:05	PST	4230	P
USGS	14337600	2024-01-19 21:10	PST	4250	P
USGS	14337600	2024-01-19 21:15	PST	4270	P
USGS	14337600	2024-01-19 21:20	PST	4230	P
USGS	14337600	2024-01-19 21:25	PST	4250	P
USGS	14337600	2024-01-19 21:30	PST	4250	P
USGS	14337600	2024-01-19 21:35	PST	4250	P
USGS	14337600	2024-01-19 21:40	PST	4230	P
USGS	14337600	2024-01-19 21:45	PST	4230	P
USGS	14337600	2024-01-19 21:50	PST	4230	P
USGS	14337600	2024-01-19 21:55	PST	4250	P
USGS	14337600	2024-01-19 22:00	PST	4230	P
USGS	14337600	2024-01-19 22:05	PST	4230	P
USGS	14337600	2024-01-19 22:10	PST	4250	P
USGS	14337600	2024-01-19 22:15	PST	4250	P
USGS	14337600	2024-01-19 22:20	PST	4270	P
USGS	14337600	2024-01-19 22:25	PST	4230	P
USGS	14337600	2024-01-19 22:30	PST	4250	P
USGS	14337600	2024-01-19 22:35	PST	4250	P
USGS	14337600	2024-01-19 22:40	PST	4270	P
USGS	14337600	2024-01-19 22:45	PST	4270	P
USGS	14337600	2024-01-19 22:50	PST	4270	P
USGS	14337600	2024-01-19 22:55	PST	4300	P
USGS	14337600	2024-01-19 23:00	PST	4250	P
USGS	14337600	2024-01-19 23:05	PST	4250	P
USGS	14337600	2024-01-19 23:10	PST	4270	P
USGS	14337600	2024-01-19 23:15	PST	4250	P
USGS	14337600	2024-01-19 23:20	PST	4290	P
USGS	14337600	2024-01-19 23:25	PST	4270	P
USGS	14337600	2024-01-19 23:30	PST	4250	P
USGS	14337600	2024-01-19 23:35	PST	4270	P
USGS	14337600	2024-01-19 23:40	PST	4290	P
USGS	14337600	2024-01-19 23:45	PST	4270	P
USGS	14337600	2024-01-19 23:50	PST	4230	P
USGS	14337600	2024-01-19 23:55	PST	4250	P
USGS	14337600	2024-01-20 00:00	PST	4270	P
USGS	14337600	2024-01-20 00:05	PST	4290	P
USGS	14337600	2024-01-20 00:10	PST	4250	P
USGS	14337600	2024-01-20 00:15	PST	4290	P
USGS	14337600	2024-01-20 00:20	PST	4270	P
USGS	14337600	2024-01-20 00:25	PST	4270	P
USGS	14337600	2024-01-20 00:30	PST	4290	P
USGS	14337600	2024-01-20 00:35	PST	4270	P
USGS	14337600	2024-01-20 00:40	PST	4270	P
USGS	14337600	2024-01-20 00:45	PST	4290	P
USGS	14337600	2024-01-20 00:50	PST	4250	P
USGS	14337600	2024-01-20 00:55	PST	4270	P
USGS	14337600	2024-01-20 01:00	PST	4290	P
USGS	14337600	2024-01-20 01:05	PST	4250	P
USGS	14337600	2024-01-20 01:10	PST	4270	P
USGS	14337600	2024-01-20 01:15	PST	4270	P
USGS	14337600	2024-01-20 01:20	PST	4270	P
USGS	14337600	2024-01-20 01:25	PST	4270	P
USGS	14337600	2024-01-20 01:30	PST	4290	P
USGS	14337600	2024-01-20 01:35	PST	4250	P
USGS	14337600	2024-01-20 01:40	PST	4270	P
USGS	14337600	2024-01-20 01:45	PST	4270	P
USGS	14337600	2024-01-20 01:50	PST	4270	P
USGS	14337600	2024-01-20 01:55	PST	4250	P
USGS	14337600	2024-01-20 02:00	PST	4270	P
USGS	14337600	2024-01-20 02:05	PST	4250	P
USGS	14337600	2024-01-20 02:10	PST	4250	P
USGS	14337600	2024-01-20 02:15	PST	4270	P
USGS	14337600	2024-01-20 02:20	PST	4250	P
USGS	14337600	2024-01-20 02:25	PST	4250	P
USGS	14337600	2024-01-20 02:30	PST	4270	P
USGS	14337600	2024-01-20 02:35	PST	4270	P
USGS	14337600	2024-01-20 02:40	PST	4270	P
USGS	14337600	2024-01-20 02:45	PST	4250	P
USGS	14337600	2024-01-20 02:50	PST	4300	P
USGS	14337600	2024-01-20 02:55	PST	4270	P
USGS	14337600	2024-01-20 03:00	PST	4270	P
USGS	14337600	2024-01-20 03:05	PST	4270	P
USGS	14337600	2024-01-20 03:10	PST	4270	P
USGS	14337600	2024-01-20 03:15	PST	4290	P
USGS	14337600	2024-01-20 03:20	PST	4270	P
USGS	14337600	2024-01-20 03:25	PST	4250	P
USGS	14337600	2024-01-20 03:30	PST	4270	P
USGS	14337600	2024-01-20 03:35	PST	4250	P
USGS	14337600	2024-01-20 03:40	PST	4270	P
USGS	14337600	2024-01-20 03:45	PST	4250	P
USGS	14337600	2024-01-20 03:50	PST	4290	P
USGS	14337600	2024-01-20 03:55	PST	4270	P
USGS	14337600	2024-01-20 04:00	PST	4250	P
USGS	14337600	2024-01-20 04:05	PST	4270	P
USGS	14337600	2024-01-20 04:10	PST	4250	P
USGS	14337600	2024-01-20 04:15	PST	4250	P
USGS	14337600	2024-01-20 04:20	PST	4290	P
USGS	14337600	2024-01-20 04:25	PST	4270	P
USGS	14337600	2024-01-20 04:30	PST	4270	P
USGS	14337600	2024-01-20 04:35	PST	4250	P
USGS	14337600	2024-01-20 04:40	PST	4270	P
USGS	14337600	2024-01-20 04:45	PST	4230	P
USGS	14337600	2024-01-20 04:50	PST	4270	P
USGS	14337600	2024-01-20 04:55	PST	4250	P
USGS	14337600	2024-01-20 05:00	PST	4250	P
USGS	14337600	2024-01-20 05:05	PST	4230	P
USGS	14337600	2024-01-20 05:10	PST	4250	P
USGS	14337600	2024-01-20 05:15	PST	4250	P
USGS	14337600	2024-01-20 05:20	PST	4250	P
USGS	14337600	2024-01-20 05:25	PST	4270	P
USGS	14337600	2024-01-20 05:30	PST	4230	P
USGS	14337600	2024-01-20 05:35	PST	4230	P
USGS	14337600	2024-01-20 05:40	PST	4270	P
USGS	14337600	2024-01-20 05:45	PST	4230	P
USGS	14337600	2024-01-20 05:50	PST	4270	P
USGS	14337600	2024-01-20 05:55	PST	4270	P
USGS	14337600	2024-01-20 06:00	PST	4230	P
USGS	14337600	2024-01-20 06:05	PST	4270	P
USGS	14337600	2024-01-20 06:10	PST	4290	P
USGS	14337600	2024-01-20 06:15	PST	4250	P
USGS	14337600	2024-01-20 06:20	PST	4290	P
USGS	14337600	2024-01-20 06:25	PST	4270	P
USGS	14337600	2024-01-20 06:30	PST	4270	P
USGS	14337600	2024-01-20 06:35	PST	4290	P
USGS	14337600	2024-01-20 06:40	PST	4270	P
USGS	14337600	2024-01-20 06:45	PST	4270	P
USGS	14337600	2024-01-20 06:50	PST	4270	P
USGS	14337600	2024-01-20 06:55	PST	4250	P
USGS	14337600	2024-01-20 07:00	PST	4250	P
USGS	14337600	2024-01-20 07:05	PST	4250	P
USGS	14337600	2024-01-20 07:10	PST	4220	P
USGS	14337600	2024-01-20 07:15	PST	4270	P
USGS	14337600	2024-01-20 07:20	PST	4250	P
USGS	14337600	2024-01-20 07:25	PST	4250	P
USGS	14337600	2024-01-20 07:30	PST	4270	P
USGS	14337600	2024-01-20 07:35	PST	4270	P
USGS	14337600	2024-01-20 07:40	PST	4270	P
USGS	14337600	2024-01-20 07:45	PST	4270	P
USGS	14337600	2024-01-20 07:50	PST	4270	P
USGS	14337600	2024-01-20 07:55	PST	4270	P
USGS	14337600	2024-01-20 08:00	PST	4270	P
USGS	14337600	2024-01-20 08:05	PST	4270	P
USGS	14337600	2024-01-20 08:10	PST	4250	P
USGS	14337600	2024-01-20 08:15	PST	4270	P
USGS	14337600	2024-01-20 08:20	PST	4250	P
USGS	14337600	2024-01-20 08:25	PST	4250	P
USGS	14337600	2024-01-20 08:30	PST	4270	P
USGS	14337600	2024-01-20 08:35	PST	4250	P
USGS	14337600	2024-01-20 08:40	PST	4250	P
USGS	14337600	2024-01-20 08:45	PST	4250	P
USGS	14337600	2024-01-20 08:50	PST	4250	P
USGS	14337600	2024-01-20 08:55	PST	4250	P
USGS	14337600	2024-01-20 09:00	PST	4230	P
USGS	14337600	2024-01-20 09:05	PST	4230	P
USGS	14337600	2024-01-20 09:10	PST	4250	P
USGS	14337600	2024-01-20 09:15	PST	4250	P
USGS	14337600	2024-01-20 09:20	PST	4250	P
USGS	14337600	2024-01-20 09:25	PST	4270	P
USGS	14337600	2024-01-20 09:30	PST	4270	P
USGS	14337600	2024-01-20 09:35	PST	4230	P
USGS	14337600	2024-01-20 09:40	PST	4250	P
USGS	14337600	2024-01-20 09:45	PST	4270	P
USGS	14337600	2024-01-20 09:50	PST	4290	P
USGS	14337600	2024-01-20 09:55	PST	4270	P
USGS	14337600	2024-01-20 10:00	PST	4250	P
USGS	14337600	2024-01-20 10:05	PST	4250	P
USGS	14337600	2024-01-20 10:10	PST	4250	P
USGS	14337600	2024-01-20 10:15	PST	4270	P
USGS	14337600	2024-01-20 10:20	PST	4270	P
USGS	14337600	2024-01-20 10:25	PST	4270	P
USGS	14337600	2024-01-20 10:30	PST	4300	P
USGS	14337600	2024-01-20 10:35	PST	4340	P
USGS	14337600	2024-01-20 10:40	PST	4360	P
USGS	14337600	2024-01-20 10:45	PST	4380	P
USGS	14337600	2024-01-20 10:50	PST	4380	P
USGS	14337600	2024-01-20 10:55	PST	4390	P
USGS	14337600	2024-01-20 11:00	PST	4390	P
USGS	14337600	2024-01-20 11:05	PST	4380	P
USGS	14337600	2024-01-20 11:10	PST	4390	P
USGS	14337600	2024-01-20 11:15	PST	4380	P
USGS	14337600	2024-01-20 11:20	PST	4390	P
USGS	14337600	2024-01-20 11:25	PST	4410	P
USGS	14337600	2024-01-20 11:30	PST	4430	P
USGS	14337600	2024-01-20 11:35	PST	4390	P
USGS	14337600	2024-01-20 11:40	PST	4410	P
USGS	14337600	2024-01-20 11:45	PST	4430	P
USGS	14337600	2024-01-20 11:50	PST	4430	P
USGS	14337600	2024-01-20 11:55	PST	4390	P
USGS	14337600	2024-01-20 12:00	PST	4430	P
USGS	14337600	2024-01-20 12:05	PST	4430	P
USGS	14337600	2024-01-20 12:10	PST	4430	P
USGS	14337600	2024-01-20 12:15	PST	4450	P
USGS	14337600	2024-01-20 12:20	PST	4410	P
USGS	14337600	2024-01-20 12:25	PST	4460	P
USGS	14337600	2024-01-20 12:30	PST	4480	P
USGS	14337600	2024-01-20 12:35	PST	4500	P
USGS	14337600	2024-01-20 12:40	PST	4500	P
USGS	14337600	2024-01-20 12:45	PST	4540	P
USGS	14337600	2024-01-20 12:50	PST	4500	P
USGS	14337600	2024-01-20 12:55	PST	4550	P
USGS	14337600	2024-01-20 13:00	PST	4550	P
USGS	14337600	2024-01-20 13:05	PST	4570	P
USGS	14337600	2024-01-20 13:10	PST	4550	P
USGS	14337600	2024-01-20 13:15	PST	4570	P
USGS	14337600	2024-01-20 13:20	PST	4570	P
USGS	14337600	2024-01-20 13:25	PST	4550	P
USGS	14337600	2024-01-20 13:30	PST	4570	P
USGS	14337600	2024-01-20 13:35	PST	4590	P
USGS	14337600	2024-01-20 13:40	PST	4570	P
USGS	14337600	2024-01-20 13:45	PST	4570	P
USGS	14337600	2024-01-20 13:50	PST	4570	P
USGS	14337600	2024-01-20 13:55	PST	4590	P
USGS	14337600	2024-01-20 14:00	PST	4570	P
USGS	14337600	2024-01-20 14:05	PST	4570	P
USGS	14337600	2024-01-20 14:10	PST	4570	P
USGS	14337600	2024-01-20 14:15	PST	4540	P
USGS	14337600	2024-01-20 14:20	PST	4550	P
USGS	14337600	2024-01-20 14:25	PST	4550	P
USGS	14337600	2024-01-20 14:30	PST	4540	P
USGS	14337600	2024-01-20 14:35	PST	4570	P
USGS	14337600	2024-01-20 14:40	PST	4590	P
USGS	14337600	2024-01-20 14:45	PST	4570	P
USGS	14337600	2024-01-20 14:50	PST	4550	P
USGS	14337600	2024-01-20 14:55	PST	4550	P
USGS	14337600	2024-01-20 15:00	PST	4570	P
USGS	14337600	2024-01-20 15:05	PST	4570	P
USGS	14337600	2024-01-20 15:10	PST	4550	P
USGS	14337600	2024-01-20 15:15	PST	4570	P
USGS	14337600	2024-01-20 15:20	PST	4570	P
USGS	14337600	2024-01-20 15:25	PST	4550	P
USGS	14337600	2024-01-20 15:30	PST	4590	P
USGS	14337600	2024-01-20 15:35	PST	4570	P
USGS	14337600	2024-01-20 15:40	PST	4570	P
USGS	14337600	2024-01-20 15:45	PST	4570	P
USGS	14337600	2024-01-20 15:50	PST	4570	P
USGS	14337600	2024-01-20 15:55	PST	4570	P
USGS	14337600	2024-01-20 16:00	PST	4550	P
USGS	14337600	2024-01-20 16:05	PST	4550	P
USGS	14337600	2024-01-20 16:10	PST	4540	P
USGS	14337600	2024-01-20 16:15	PST	4590	P
USGS	14337600	2024-01-20 16:20	PST	4550	P
USGS	14337600	2024-01-20 16:25	PST	4570	P
USGS	14337600	2024-01-20 16:30	PST	4550	P
USGS	14337600	2024-01-20 16:35	PST	4570	P
USGS	14337600	2024-01-20 16:40	PST	4570	P
USGS	14337600	2024-01-20 16:45	PST	4540	P
USGS	14337600	2024-01-20 16:50	PST	4540	P
USGS	14337600	2024-01-20 16:55	PST	4540	P
USGS	14337600	2024-01-20 17:00	PST	4550	P
USGS	14337600	2024-01-20 17:05	PST	4550	P
USGS	14337600	2024-01-20 17:10	PST	4550	P
USGS	14337600	2024-01-20 17:15	PST	4540	P
USGS	14337600	2024-01-20 17:20	PST	4540	P
USGS	14337600	2024-01-20 17:25	PST	4570	P
USGS	14337600	2024-01-20 17:30	PST	4550	P
USGS	14337600	2024-01-20 17:35	PST	4550	P
USGS	14337600	2024-01-20 17:40	PST	4550	P
USGS	14337600	2024-01-20 17:45	PST	4590	P
USGS	14337600	2024-01-20 17:50	PST	4540	P
USGS	14337600	2024-01-20 17:55	PST	4570	P
USGS	14337600	2024-01-20 18:00	PST	4540	P
USGS	14337600	2024-01-20 18:05	PST	4550	P
USGS	14337600	2024-01-20 18:10	PST	4500	P
USGS	14337600	2024-01-20 18:15	PST	4550	P
USGS	14337600	2024-01-20 18:20	PST	4550	P
USGS	14337600	2024-01-20 18:25	PST	4550	P
USGS	14337600	2024-01-20 18:30	PST	4550	P
USGS	14337600	2024-01-20 18:35	PST	4540	P
USGS	14337600	2024-01-20 18:40	PST	4540	P
USGS	14337600	2024-01-20 18:45	PST	4540	P
USGS	14337600	2024-01-20 18:50	PST	4540	P
USGS	14337600	2024-01-20 18:55	PST	4550	P
USGS	14337600	2024-01-20 19:00	PST	4540	P
USGS	14337600	2024-01-20 19:05	PST	4540	P
USGS	14337600	2024-01-20 19:10	PST	4540	P
USGS	14337600	2024-01-20 19:15	PST	4570	P
USGS	14337600	2024-01-20 19:20	PST	4540	P
USGS	14337600	2024-01-20 19:25	PST	4540	P
USGS	14337600	2024-01-20 19:30	PST	4540	P
USGS	14337600	2024-01-20 19:35	PST	4570	P
USGS	14337600	2024-01-20 19:40	PST	4540	P
USGS	14337600	2024-01-20 19:45	PST	4540	P
USGS	14337600	2024-01-20 19:50	PST	4540	P
USGS	14337600	2024-01-20 19:55	PST	4540	P
USGS	14337600	2024-01-20 20:00	PST	4540	P
USGS	14337600	2024-01-20 20:05	PST	4520	P
USGS	14337600	2024-01-20 20:10	PST	4540	P
USGS	14337600	2024-01-20 20:15	PST	4540	P
USGS	14337600	2024-01-20 20:20	PST	4550	P
USGS	14337600	2024-01-20 20:25	PST	4540	P
USGS	14337600	2024-01-20 20:30	PST	4540	P
USGS	14337600	2024-01-20 20:35	PST	4540	P
USGS	14337600	2024-01-20 20:40	PST	4550	P
USGS	14337600	2024-01-20 20:45	PST	4540	P
USGS	14337600	2024-01-20 20:50	PST	4550	P
USGS	14337600	2024-01-20 20:55	PST	4540	P
USGS	14337600	2024-01-20 21:00	PST	4550	P
USGS	14337600	2024-01-20 21:05	PST	4550	P
USGS	14337600	2024-01-20 21:10	PST	4520	P
USGS	14337600	2024-01-20 21:15	PST	4540	P
USGS	14337600	2024-01-20 21:20	PST	4550	P
USGS	14337600	2024-01-20 21:25	PST	4540	P
USGS	14337600	2024-01-20 21:30	PST	4550	P
USGS	14337600	2024-01-20 21:35	PST	4550	P
USGS	14337600	2024-01-20 21:40	PST	4540	P
USGS	14337600	2024-01-20 21:45	PST	4540	P
USGS	14337600	2024-01-20 21:50	PST	4590	P
USGS	14337600	2024-01-20 21:55	PST	4550	P
USGS	14337600	2024-01-20 22:00	PST	4550	P
USGS	14337600	2024-01-20 22:05	PST	4550	P
USGS	14337600	2024-01-20 22:10	PST	4540	P
USGS	14337600	2024-01-20 22:15	PST	4520	P
USGS	14337600	2024-01-20 22:20	PST	4550	P
USGS	14337600	2024-01-20 22:25	PST	4500	P
USGS	14337600	2024-01-20 22:30	PST	4520	P
USGS	14337600	2024-01-20 22:35	PST	4520	P
USGS	14337600	2024-01-20 22:40	PST	4540	P
USGS	14337600	2024-01-20 22:45	PST	4550	P
USGS	14337600	2024-01-20 22:50	PST	4550	P
USGS	14337600	2024-01-20 22:55	PST	4550	P
USGS	14337600	2024-01-20 23:00	PST	4520	P
USGS	14337600	2024-01-20 23:05	PST	4540	P
USGS	14337600	2024-01-20 23:10	PST	4540	P
USGS	14337600	2024-01-20 23:15	PST	4570	P
USGS	14337600	2024-01-20 23:20	PST	4550	P
USGS	14337600	2024-01-20 23:25	PST	4550	P
USGS	14337600	2024-01-20 23:30	PST	4540	P
USGS	14337600	2024-01-20 23:35	PST	4520	P
USGS	14337600	2024-01-20 23:40	PST	4540	P
USGS	14337600	2024-01-20 23:45	PST	4540	P
USGS	14337600	2024-01-20 23:50	PST	4550	P
USGS	14337600	2024-01-20 23:55	PST	4540	P
USGS	14337600	2024-01-21 00:00	PST	4520	P
USGS	14337600	2024-01-21 00:05	PST	4540	P
USGS	14337600	2024-01-21 00:10	PST	4540	P
USGS	14337600	2024-01-21 00:15	PST	4520	P
USGS	14337600	2024-01-21 00:20	PST	4540	P
USGS	14337600	2024-01-21 00:25	PST	4540	P
USGS	14337600	2024-01-21 00:30	PST	4540	P
USGS	14337600	2024-01-21 00:35	PST	4520	P
USGS	14337600	2024-01-21 00:40	PST	4520	P
USGS	14337600	2024-01-21 00:45	PST	4550	P
USGS	14337600	2024-01-21 00:50	PST	4550	P
USGS	14337600	2024-01-21 00:55	PST	4500	P
USGS	14337600	2024-01-21 01:00	PST	4550	P
USGS	14337600	2024-01-21 01:05	PST	4520	P
USGS	14337600	2024-01-21 01:10	PST	4540	P
USGS	14337600	2024-01-21 01:15	PST	4550	P
USGS	14337600	2024-01-21 01:20	PST	4540	P
USGS	14337600	2024-01-21 01:25	PST	4520	P
USGS	14337600	2024-01-21 01:30	PST	4540	P
USGS	14337600	2024-01-21 01:35	PST	4500	P
USGS	14337600	2024-01-21 01:40	PST	4520	P
USGS	14337600	2024-01-21 01:45	PST	4500	P
USGS	14337600	2024-01-21 01:50	PST	4540	P
